REACTION,KCAT [1/hr],STEP
RE3169R,1696183.128,9
RE3170C,,
RE3170R,,
RE3171C,6420,11
RE3171R,104.4,11
RE3172C,104.4,11
RE3172R,,
RE3173C,,
RE3173R,,
RE3174C,,
RE3174R,,
RE3175C,,
RE3175R,,
RE3176C,,
RE3176R,,
RE3177M,636120,3
RE3178M,636120,3
RE3179M,636120,3
RE3180C,,
RE3181C,,
RE3184M,18760084.42,21
RE3185M,18720000,21
RE3186M,18715283.84,21
RE3189M,5040,2
RE3190M,29000.05305,8
RE3191M,5040,2
RE3192M,13422600,11
RE3193M,13422600,11
RE3194M,13422600,11
RE3195M,103320.9,9
RE3198C,,
RE3201C,,
RE3218C,23328,8
RE3218L,31764.47528,21
RE3218R,23328,8
RE3220C,23328,8
RE3220L,31764.47528,21
RE3220R,23328,8
RE3224C,,
RE3224R,,
RE3225C,,
RE3225R,,
RE3226C,,
RE3226R,,
RE3227C,,
RE3227R,,
RE3228C,,
RE3228R,,
RE3229C,,
RE3229R,,
RE3230C,,
RE3230R,,
RE3231C,,
RE3231R,,
RE3232C,,
RE3232R,,
RE3233C,,
RE3233G,,
RE3233L,,
RE3234C,,
RE3234R,1703829.314,9
RE3235C,1545263.901,9
RE3235R,1545263.901,9
RE3236C,,
RE3236R,,
RE3237C,18703255.81,21
RE3238C,18703255.81,21
RE3239C,18703255.81,21
RE3241C,,
RE3241R,,
RE3242C,29409.3731,8
RE3242R,13422600,11
RE3243C,13422600,11
RE3243R,13422600,11
RE3244C,103320.9,9
RE3244R,,
RE3245C,120310.8337,11
RE3247M,,
RE3247X,,
RE3248M,13422600,11
RE3248X,13422600,11
RE3250C,680.4,5
RE3250M,636120,3
RE3250X,680.4,5
RE3251C,,
RE3251M,,
RE3252C,,
RE3258C,57.6,11
RE3258R,57.6,11
RE3259C,57.6,11
RE3259R,57.6,11
RE3260C,,
RE3260R,,
RE3261C,,
RE3261R,,
RE3263C,,
RE3264C,,
RE3264R,,
RE3265C,,
RE3265R,,
RE3267E,,
RE3267G,,
RE3267M,,
RE3267N,,
RE3267R,,
RE3268C,312372.8122,20
RE3268R,317825.6866,20
RE3269C,317825.6866,20
RE3270C,,
RE3272N,318510.4295,20
RE3273C,11858.4,12
RE3273G,888818.4,12
RE3273R,11858.4,12
RE3286C,,
RE3286R,,
RE3287C,,
RE3287R,,
RE3288C,,
RE3288R,,
RE3289C,,
RE3289R,,
RE3295C,,
RE3301C,11858.4,12
RE3301G,888818.4,12
RE3301R,11858.4,12
RE3307C,266400,2
RE3307M,221220,2
RE3307X,266400,2
RE3308C,34018.29653,11
RE3308M,34018.29653,11
RE3308R,34018.29653,11
RE3308X,34018.29653,11
RE3310C,45900,5
RE3310R,45900,5
RE3326M,57.6,11
RE3334M,,
RE3334X,,
RE3335C,104.4,11
RE3335M,104.4,11
RE3335R,104.4,11
RE3335X,104.4,11
RE3336M,5040,2
RE3336X,5040,2
RE3337M,13422600,11
RE3337X,13422600,11
RE3338C,680.4,5
RE3338M,636120,3
RE3338X,680.4,5
RE3339C,369533.4343,11
RE3339M,369533.4343,11
RE3339X,46862.4206,10
RE3340C,680.4,5
RE3340M,636120,3
RE3340X,680.4,5
RE3341M,,
RE3341X,,
RE3342M,5040,2
RE3342X,5040,2
RE3343C,369533.4343,11
RE3343M,369533.4343,11
RE3343X,46862.4206,10
RE3344M,13422600,11
RE3344X,13422600,11
RE3345C,104.4,11
RE3345M,104.4,11
RE3345R,104.4,11
RE3345X,104.4,11
RE3346C,8910,2
RE3346M,,
RE3346R,8910,2
RE3347C,14076,17
RE3352C,93943.93607,8
RE3367C,,
RE3367E,,
RE3367X,,
RE3370C,,
RE3370R,,
RE3372C,57450.0673,11
RE3378C,,
RE3381C,3469.859699,7
RE3381E,3469.859699,8
RE3381L,993600,8
RE3383M,5040,2
RE3384M,5040,2
RE3385M,,
RE3386M,13422600,11
RE3387M,636120,3
RE3388M,5040,2
RE3389M,,
RE3390M,13422600,11
RE3391M,45014.65798,12
RE3392M,45014.65798,12
RE3393M,636120,3
RE3394M,5040,2
RE3395M,,
RE3396M,5040,2
RE3397M,,
RE3398M,13422600,11
RE3399M,636120,3
RE3400M,5040,2
RE3401M,13422600,11
RE3402M,636120,3
RE3403M,45014.65798,12
RE3404M,45014.65798,12
RE3407C,,
RE3408C,253838.7274,11
RE3409C,,
RE3410C,,
RE3411C,104.4,11
RE3412C,,
RE3413C,104.4,11
RE3414C,104.4,11
RE3415C,83304,8
RE3417C,8227.931937,8
RE3420C,8210.379939,8
RE3421M,187638.0064,20
RE3421R,,
RE3422C,68994777.04,19
RE3423C,67292968.27,19
RE3430C,66010580.91,19
RE3430M,11232.11541,20
RE3430X,5105.553631,20
RE3431C,56970.88712,11
RE3432C,874800,5
RE3432M,874800,5
RE3432X,874800,5
RE3434C,,
RE3434R,,
RE3435C,,
RE3435R,,
RE3436C,,
RE3436R,,
RE3437C,29399.82955,8
RE3440C,,
RE3440R,,
RE3443M,5040,2
RE3443X,5040,2
RE3444C,368998.8309,11
RE3444M,368998.8309,11
RE3444X,46770.57562,10
RE3445M,,
RE3445X,,
RE3446C,104.4,11
RE3446M,104.4,11
RE3446R,104.4,11
RE3446X,104.4,11
RE3447M,13422600,11
RE3447X,13422600,11
RE3448C,680.4,5
RE3448M,636120,3
RE3448X,680.4,5
RE3449C,,
RE3450C,,
RE3451C,,
RE3452C,,
RE3453C,,
RE3454C,,
RE3455C,,
RE3456C,,
RE3457C,,
RE3458C,,
RE3459C,,
RE3460C,,
RE3464C,,
RE3464R,,
RE3469C,,
RE3470C,266400,2
RE3470M,221220,2
RE3470X,266400,2
RE3474C,,
RE3474R,,
RE3475C,,
RE3475N,,
RE3476C,266400,2
RE3476M,221220,2
RE3476X,266400,2
RE3485C,,
RE3485N,,
RE3486C,2443.260348,20
RE3488C,,
RE3488N,,
RE3488R,,
RE3488X,,
RE3490C,264145.6324,11
RE3491C,7488,8
RE3492C,6393.95493,11
RE3493C,6393.651959,11
RE3494C,4140000,9
RE3495C,74923.16076,9
RE3496C,178760.6996,9
RE3496N,178760.6996,9
RE3498N,,
RE3498R,,
RE3499C,977934.0675,9
RE3500C,57.6,11
RE3500R,57.6,11
RE3500X,57.6,11
RE3501C,57.6,11
RE3501R,57.6,11
RE3501X,57.6,11
RE3502C,266400,2
RE3502X,266400,2
RE3503C,,
RE3503N,,
RE3506C,,
RE3506R,,
RE3511C,,
RE3511M,,
RE3511R,,
RE3513C,,
RE3513N,,
RE3513R,,
RE3514C,,
RE3514R,,
RE3515C,1734.652114,20
RE3518C,,
RE3518R,,
RE3519C,57.6,11
RE3519R,57.6,11
RE3519X,57.6,11
RE3520C,690932.5714,8
RE3520E,690932.5714,8
RE3520M,690932.5714,8
RE3520N,690932.5714,8
RE3521C,425237.466,8
RE3521M,425237.466,8
RE3521R,425237.466,8
RE3521X,425237.466,8
RE3522C,,
RE3522R,,
RE3524R,7488,8
RE3525C,,
RE3525M,,
RE3525N,,
RE3525R,,
RE3525X,,
RE3526C,,
RE3526M,,
RE3526X,,
RE3532C,431384.6731,8
RE3532M,431384.6731,8
RE3532R,431384.6731,8
RE3533C,427860.8916,8
RE3533M,427860.8916,8
RE3533R,427860.8916,8
RE3534C,428472.3133,8
RE3534M,428472.3133,8
RE3534R,428472.3133,8
RE3535R,296734.4262,12
RE3536C,1999.412925,8
RE3537C,1838.912727,8
RE3550X,,
RE3551X,550800,5
RE3552X,8731.242835,8
RE3554C,427433.7727,8
RE3554M,427433.7727,8
RE3554R,427433.7727,8
RE3556C,307427.5862,12
RE3557C,427860.8916,8
RE3557M,427860.8916,8
RE3557R,427860.8916,8
RE3559M,5040,2
RE3559X,5040,2
RE3560C,370024.9643,11
RE3560M,370024.9643,11
RE3560X,46947.42729,10
RE3561M,,
RE3561X,,
RE3562C,104.4,11
RE3562M,104.4,11
RE3562R,104.4,11
RE3562X,104.4,11
RE3563M,13422600,11
RE3563X,13422600,11
RE3564C,680.4,5
RE3564M,636120,3
RE3564X,680.4,5
RE3565C,5288911.916,20
RE3566C,68040,8
RE3567C,5482283.262,20
RE3568C,68040,8
RE3570C,68040,8
RE3571C,,
RE3571R,,
RE3572X,4539600,3
RE3573X,4539600,3
RE3574X,46426.85992,10
RE3575X,5040,2
RE3576X,,
RE3577X,104.4,11
RE3578X,13422600,11
RE3580X,,
RE3581X,47037.91693,12
RE3582X,353609.9941,11
RE3583X,13422600,11
RE3586X,46550.83324,10
RE3587C,178445.2848,9
RE3587N,178445.2848,9
RE3596C,874800,5
RE3596M,874800,5
RE3596X,874800,5
RE3597C,874800,5
RE3597M,874800,5
RE3597X,874800,5
RE3624M,,
RE3624X,,
RE3626M,,
RE3627C,1722026.432,9
RE3628M,353517.7656,11
RE3629C,,
RE3630C,304230.6434,11
RE3631C,333918.0954,11
RE3633C,6395.114754,11
RE3636C,6512.968421,11
RE3637C,,
RN0001C,,
RN0001R,,
RN0002N,,
RN0002R,,
RN0013C,,
RN0014R,,
RN0020C,,
RN0020R,,
RN0021C,,
RN0021R,,
RN0021X,,
RN0022C,,
RN0022R,,
RN0022X,,
RN0023C,,
RN0023R,,
RN0023X,,
RN0027C,,
RN0027R,,
RN0028C,,
RN0028R,,
RN0028X,,
RN0029C,,
RN0029R,,
RN0030C,,
RN0030R,,
RN0031C,,
RN0031R,,
RN0031X,,
RN0032C,,
RN0032R,,
EX_prostgh2[e],,
EX_prostgi2[e],,
EX_cdp[e],,
EX_dtdp[e],,
EX_HC00955[e],,
EX_HC00001[e],,
EX_HC00002[e],,
EX_HC00003[e],,
EX_HC00004[e],,
EX_citr_L[e],,
EX_HC01787[e],,
EX_C02470[e],,
EX_HC01852[e],,
EX_HC01939[e],,
EX_HC01942[e],,
EX_HC01943[e],,
EX_HC01944[e],,
EX_HC00822[e],,
EX_C02528[e],,
EX_HC02192[e],,
EX_HC02193[e],,
EX_HC02195[e],,
EX_HC02196[e],,
EX_HC02220[e],,
EX_HC02154[e],,
EX_HC02199[e],,
EX_HC02200[e],,
EX_HC02201[e],,
EX_HC02172[e],,
EX_HC02191[e],,
EX_HC02194[e],,
EX_HC02197[e],,
EX_HC02198[e],,
EX_HC02187[e],,
EX_HC02180[e],,
EX_HC02202[e],,
EX_HC02203[e],,
EX_HC02204[e],,
EX_HC02205[e],,
EX_HC02206[e],,
EX_HC02207[e],,
EX_HC02208[e],,
EX_HC02210[e],,
EX_HC02213[e],,
EX_HC02214[e],,
EX_HC02216[e],,
EX_HC02217[e],,
EX_malcoa[e],,
EX_arachcoa[e],,
EX_coa[e],,
EX_CE2250[e],,
EX_CE1935[e],,
EX_CE1940[e],,
EX_CE1943[e],,
EX_CE2011[e],,
EX_CE1936[e],,
EX_CE1939[e],,
EX_maltpt[e],,
EX_CE2915[e],,
EX_CE4722[e],,
EX_CE2916[e],,
EX_CE4723[e],,
EX_CE2917[e],,
EX_CE4724[e],,
EX_malthp[e],,
EX_CE2839[e],,
EX_CE2838[e],,
EX_CE1950[e],,
EX_cynt[e],,
EX_23cump[e],,
EX_3ump[e],,
EX_CE5786[e],,
EX_CE5788[e],,
EX_CE5789[e],,
EX_CE5797[e],,
EX_CE5798[e],,
EX_CE5787[e],,
EX_CE5791[e],,
EX_CE5867[e],,
EX_CE5868[e],,
EX_CE5869[e],,
EX_CE4633[e],,
EX_CE4881[e],,
EX_CE5854[e],,
EX_CE1926[e],,
EX_udpgal[e],,
EX_crm_hs[e],,
EX_galside_hs[e],,
EX_CE0074[e],,
EX_cdpea[e],,
EX_12dgr120[e],,
EX_CE5853[e],,
EX_CE1925[e],,
EX_C04849[e],,
CITt4_4,,
GLYt7_311_r,,
HCO3_NAt,,
INSTt4_2,,
PIt8,,
PIt9,,
PROt4_2_r,,
HSD17B3r,,
biomass_reaction,,
2MB2COAc,,
3HBCOARc,,
ADPACDAc,,
ADPACtx,,
ADPCOACROT,,
ADPCOAPTE,,
BCRNe,,
C100CPT1,,
sink_c101coa[c],,
C101CPT1,,
C101CRNe,,
C102CPT1,,
C10CRNe,,
C10DCCACT,,
C10DCc,,
C10DCe,,
C10OHc,,
C120CPT1,,
C121CPT1,,
C12DCACOT,,
C12DCACT,,
C12DCTD,,
C12DCe,,
C12OHc,,
C140CPT1,,
C141ACBP,,
C141CPT1,,
C141OHc,,
C141OHe,,
C142ACBP,,
C142CPT1,,
C142OHc,,
C142OHe,,
C14OHc,,
C161OHc,,
C162ACBP,,
C162OHc,,
C162OHe,,
C16DCc,,
C16DCe,,
C16OHc,,
C16txc,,
C181OHc,,
C182OHc,,
C18OHc,,
C2tcx,,
C30CPT1,,
C3DCe,,
C40CPT1,,
C4CRNCPT2,,
C4CRNe,,
C4DCCACT,,
C4DCe,,
C4OHc,,
C4tcx,,
C4tmc,,
C4x,,
C50CPT1,,
C51CPT1,,
C5DCe,,
C60CPT1,,
C6COAt,,
C6CRNe,,
C6CRNtcx,,
C6DCCACT,,
C6DCc,,
C6DCe,,
C80CPT1,,
sink_c81coa[c],,
C81CPT1,,
C81CRNe,,
C8CRNe,,
C8DCc,,
C8DCe,,
C9BRxtc,,
DCATDc,,
DCATDr,,
DCSPTN1COAtxc,,
sink_dd2coa[c],,
DDCRNe,,
DDECCRNe,,
DDECE1CRNe,,
DECCRNe,,
sink_decdicoa[c],,
DECDICRNe,,
DOCO13ECOAtxc,,
DOCO13EFATP,,
DOCOSACT,,
DOCOSACTDe,,
DOCOSACTDr,,
DOCOSADIACTD,,
DOCOSCOAtxc,,
DOCOSDIACTD,,
EX_3bcrn[e],,
EX_3ddcrn[e],,
EX_3deccrn[e],,
EX_3hdececrn[e],,
EX_3hexdcrn[e],,
EX_3ivcrn[e],,
EX_3octdec2crn[e],,
EX_3octdeccrn[e],,
EX_3octdece1crn[e],,
EX_3tdcrn[e],,
EX_3tetd7ecoacrn[e],,
EX_3thexddcoacrn[e],,
EX_3ttetddcoacrn[e],,
EX_c101crn[e],,
EX_c10crn[e],,
EX_c10dc[e],,
EX_c12dc[e],,
EX_c16dc[e],,
EX_c3dc[e],,
EX_c4crn[e],,
EX_c4dc[e],,
EX_c51crn[e],,
EX_c5dc[e],,
EX_c6crn[e],,
EX_c6dc[e],,
EX_c81crn[e],,
EX_c8crn[e],,
EX_c8dc[e],,
EX_ddece1crn[e],,
EX_ddecrn[e],,
EX_decdicrn[e],,
EX_doco13ac[e],,
EX_docosac[e],,
EX_docosdiac[e],,
EX_ivcrn[e],,
EX_tetdec2crn[e],,
EX_tetdece1crn[e],,
EX_dca[e],,
FAOXC101C102m,,
FAOXC101C102x,,
FAOXC101C8m,,
FAOXC101C8x,,
FAOXC101m,,
FAOXC101x,,
FAOXC102C101m,,
FAOXC102C101x,,
FAOXC102C103m,,
FAOXC102C103x,,
FAOXC102C81m,,
FAOXC102C81x,,
FAOXC102m,,
FAOXC102x,,
FAOXC103C102m,,
FAOXC103C102x,,
FAOXC10C10OHm,,
FAOXC10C8m,,
FAOXC10C8x,,
FAOXC10DCC8DCx,,
FAOXC11BRC9BRx,,
FAOXC11C9m,,
FAOXC121C101m,,
FAOXC121C10x,,
FAOXC121x,,
FAOXC122C101m,,
FAOXC122m,,
FAOXC122x,,
FAOXC123C102m,,
FAOXC123C102x,,
FAOXC123m,,
FAOXC123x,,
FAOXC12C10m,,
FAOXC12C10x,,
FAOXC12C12OHm,,
FAOXC12DCC10DCx,,
FAOXC12DCTc,,
FAOXC12DCc,,
FAOXC12DCx,,
FAOXC13BRC11BRx,,
FAOXC13C11m,,
FAOXC141C121m,,
FAOXC141C121x,,
FAOXC141C141OHm,,
FAOXC142C122m,,
FAOXC142C122x,,
FAOXC142C142OHm,,
FAOXC143C123m,,
FAOXC143C123x,,
FAOXC14C12m,,
FAOXC14C12x,,
FAOXC14C14OHm,,
FAOXC14DCC12DCx,,
FAOXC15ATPx,,
FAOXC15BRC13BRx,,
FAOXC15C13m,,
FAOXC15NADPx,,
FAOXC15NADx,,
FAOXC161C141m,,
FAOXC161C141x,,
FAOXC161C161OHm,,
FAOXC162C142m,,
FAOXC162C162OHm,,
FAOXC163C142x,,
FAOXC163C143m,,
FAOXC163C164Gm,,
FAOXC163C164x,,
FAOXC163GC142m,,
FAOXC163Gm,,
FAOXC163x,,
FAOXC164C143m,,
FAOXC164C143x,,
FAOXC164C163x,,
FAOXC164C165m,,
FAOXC164C165x,,
FAOXC164GC163m,,
FAOXC164m,,
FAOXC164x,,
FAOXC165C164m,,
FAOXC165C164x,,
FAOXC16BRx,,
FAOXC16C14m,,
FAOXC16C14x,,
FAOXC16C16OHm,,
FAOXC16DCC14DCx,,
FAOXC16DCr,,
FAOXC16OHC16r,,
FAOXC17C15m,,
FAOXC181C161m,,
FAOXC181C161x,,
FAOXC181C181OHm,,
FAOXC182C162m,,
FAOXC182C182OHm,,
FAOXC183C163Gm,,
FAOXC183C163m,,
FAOXC184C163m,,
FAOXC184C163x,,
FAOXC184C164m,,
FAOXC184C164x,,
FAOXC184m,,
FAOXC184x,,
FAOXC185C164m,,
FAOXC185m,,
FAOXC18C18OHm,,
FAOXC201C181x,,
FAOXC204C184m,,
FAOXC204C205x,,
FAOXC205C184x,,
FAOXC205C185m,,
FAOXC221C201x,,
FAOXC225C204m,,
FAOXC225C204x,,
FAOXC225C226m,,
FAOXC225C226x,,
FAOXC225m,,
FAOXC225x,,
FAOXC226C205m,,
FAOXC226C225m,,
FAOXC226C225x,,
FAOXC226C227m,,
FAOXC226m,,
FAOXC227C226m,,
FAOXC22C20x,,
FAOXC22C22DCHYr,,
FAOXC22OHC22r,,
FAOXC241C221x,,
FAOXC24C22x,,
FAOXC3DC,,
FAOXC4C2m,,
FAOXC4C4DCc,,
FAOXC5C3x,,
FAOXC5C5DCc,,
FAOXC5C5OHm,,
FAOXC5OHc,,
FAOXC61C4m,,
FAOXC61C4x,,
FAOXC61m,,
FAOXC61x,,
FAOXC6C4m,,
FAOXC6C4x,,
FAOXC6DCC4DCx,,
FAOXC7C5m,,
FAOXC81C61m,,
FAOXC81C61x,,
FAOXC8C6m,,
FAOXC8C6x,,
FAOXC8DCC6DCx,,
FAOXC9BRC7BRm,,
FAOXC9C7m,,
FAOXMC10OHMC10r,,
FAOXOHC16C16DCc,,
FAOXOHC22C22DCc,,
FAOXOHMC10DC10c,,
FAOXTC101TC102m,,
FAOXTC102C101m,,
FAOXTC122TC101m,,
FAOXTC122m,,
FAOXTC142TC122m,,
FAOXTC162TC142m,,
FAOXTC182TC162m,,
FOAXC122C101x,,
GLUTCOAACBP,,
HDCACBP,,
HDDACBP,,
HDECAACBP,,
HDECEACBP,,
HEDCECRNe,,
HEXCOAACBP,,
HEXDCRNe,,
HEXDIACtr,,
HEXDICOAACBP,,
HEXDICOAACBPx,,
HIVCACBP,,
HIVCRNe,,
HOCDACBP,,
HOCTDACBP,,
HOCTDEC2CRNe,,
HOCTDECCRNe,,
HTDCACBP,,
HTDCRNe,,
IVCOAACBP,,
IVCRNe,,
LGNCCOAtcx,,
NRVNCCOAtxc,,
OCD11COACPT1,,
OCD11CRNCACT,,
OCD11CRNCPT2,,
OCT11EFATP,,
OCTDEC2ACBP,,
OCTDECCACT,,
OCTDECCPT1,,
OCTDECCPT2,,
OCTDECE1CRNe,,
sink_octdececoa[c],,
OMHDEACIDTD,,
OMHDOCOSACTD,,
OMHPALTD,,
PRISTCOAtcx,,
SBCOAACOTx,,
SCP21cx,,
SEBACACT,,
SEBACIDtx,,
SEBCOACROT,,
SEBCOAPET,,
STCOATxc,,
STRDNCCOAtxc,,
SUBEACtx,,
SUBERCACT,,
SUBERCROT,,
SUBERICACT,,
SUCCACT,,
SUCCCROT,,
SUCCOAPET,,
SUCCTD,,
TDCRNe,,
sink_tetdec2coa[c],,
TETDEC2CRNe,,
sink_tetdece1coa[c],,
TETDECE1CRNe,,
TIGCRNe,,
34DHPHELAT1tc,,
4OHPROIMINOtc,,
ALAALACNc,,
ALAALAPEPT1tc,,
ALAATB0tc,,
ALAyLATthc,,
ARGATB0tc,,
ASCBSVCTtc,,
ASNATB0tc,,
ASNPHELAT2tc,,
BALABETAtc,,
BALAPAT1tc,,
BGLUGCHe,,
BGLUTCHLe,,
BGLUTDECHOe,,
BTNTe,,
CARPEPT1tc,,
CARhPTtc,,
CBLTDe,,
CBLtle,,
CHOLESTTDe,,
CYSATB0tc,,
CYSPHELAT2tc,,
CYSSNAT5tc,,
CYSTALArBATtc,,
CYSTLEUrBATtc,,
FOLTle,,
GALSGLT1le,,
GLCSGLT1le,,
GLNATB0tc,,
GLNyLATthc,,
GLYGLYCNc,,
GLYGLYPEPT1tc,,
GLYPHEPEPT1tc,,
GLYPROPEPT1tc,,
GLYSARCNc,,
GLYSARPEPT1tc,,
GLYSNAT5tc,,
GUMDCHAe,,
GUMGCHLe,,
GUMTCHOLe,,
HISCAT1,,
HISSNAT5tc,,
HIShPTtc,,
HISyLATtc,,
HISyLATthc,,
HPETFABP1tc,,
ILEATB0tc,,
ILELAT1tc,,
ILEPHELAT2tc,,
LEUATB0tc,,
LEUGLYPEPT1tc,,
LEULEULAPc,,
LEULEUPEPT1tc,,
LEUPHELAT2tc,,
LEUyLAThtc,,
LINOFATPtc,,
LYSATB0tc,,
METATB0tc,,
METyLATthc,,
MTHFTe,,
NACDe,,
NACHORCTL3le,,
NCAMDe,,
OCDEAFABP1tc,,
OLEICFATPtc,,
ORNALArBATtc,,
ORNLEUrBATtc,,
PALFATPtc,,
PCHOLHSTDe,,
PECDCHe,,
PECGCHLe,,
PECTCHLe,,
PEHSFABPe,,
PHEATB0tc,,
PHEyLATthc,,
PMTCOAFABP1tc,,
PNTORDe,,
PROGLYPEPT1tc,,
PROGLYPRO1c,,
PROIMINOtc,,
PSYGCHe,,
PSYTCHe,,
PSYTDECHe,,
SBTle,,
SERATB0tc,,
TAGHSTDe,,
TAUBETAtc,,
TAUPAT1c,,
THMATPe,,
THRATB0tc,,
THRPHELAT2tc,,
TRPATB0tc,,
TYRATB0tc,,
TYRPHELAT2tc,,
VALATB0tc,,
VALLAT1tc,,
VALPHELAT2tc,,
VITEtl,,
VITKtl,,
XOLEST2HSTDle,,
1a25DHVITD3TRn,,
25HVITD3c,,
3AIB_Dtm,,
3HCO3_NAt,,
4ABUTtcn,,
4HPROLTASCT1,,
5MTHFt2le,,
ADNK3,,
ADNK4,,
ADNt5le,,
AHCYStd,,
ALA-DTDe,,
AMETtd,,
ARACHFATPc,,
ASPDTDe,,
ASPPROASCT1,,
ASPte,,
BIDGLCURr,,
BTNt3ile,,
CHOLESACATc,,
CHOLESTle,,
CHSTEROLtrc,,
CRNrtx,,
CYSAMOe,,
CYTDt5le,,
Coqe,,
DATPtm,,
DCTPtm,,
DGTPtm,,
DHAPtc,,
DM_1a25dhvitd3[n],,
DM_4abut[n],,
DM_5hpet[r],,
DM_taur[c],,
DM_pe_hs[r],,
DM_pmtcoa[r],,
DPCOAPPe,,
DPMVDc,,
DSREDUCr,,
DTMPKm,,
DTTPtm,,
EX_4hpro[e],,
EX_adpcbl[e],,
EX_alaala[e],,
EX_bglc[e],,
EX_carn[e],,
EX_dchac[e],,
EX_glgchlo[e],,
EX_gltcho[e],,
EX_gltdechol[e],,
EX_glygly[e],,
EX_glysar[e],,
EX_gum[e],,
EX_gumdchac[e],,
EX_gumgchol[e],,
EX_gumtchol[e],,
EX_leugly[e],,
EX_leuleu[e],,
EX_pect[e],,
EX_pectindchac[e],,
EX_pectingchol[e],,
EX_pectintchol[e],,
EX_psyl[e],,
EX_psylchol[e],,
EX_psyltchol[e],,
EX_psyltdechol[e],,
EX_sfcys[e],,
EX_tdechola[e],,
EX_cysam[e],,
EX_dpcoa[e],,
EX_fmn[e],,
EX_hyptaur[e],,
EX_oh1[e],,
EX_pan4p[e],,
EX_ptth[e],,
EX_q10[e],,
EX_q10h2[e],,
FADDPle,,
FADH2ETC,,
FADtm,,
FE2DMT1,,
FE3MTP1,,
FMNALKPle,,
FOLt2le,,
FRDPtcr,,
G6PDH2c,,
GLCGLUT2,,
GLU5SAtmc,,
GLUPROASCT1,,
GLY3Pt,,
GLYC3PFADm,,
GLYC3Ptmc,,
GLYCTDle,,
GNDc,781.2,9
GSNt5le,,
HMGCOARc,,
HYPTROXe,,
INSK,,
INSt5le,,
IPDDI,,
KHte,,
LACLt,,
LAPCOAe,,
LEUGLYHYc,,
MAL_Ltx,,
MDHx,,
MEVK1c,,
MTHFR3,,
NADtm,,
NADtx,,
NODe,,
OCDCAFATPc,,
P5CR,,
PAN4PPe,,
PGLc,1412040.043,20
PHEMEe,,
PMEVKc,,
PNTEHe,,
PNTOt5le,,
PPItm,,
PRO_Dtde,,
PTCRTD,,
PTPATe,,
Q10H2e,,
RPEc,2340000,6
RTOTAL2FATPc,,
RTOTAL3FATPc,,
RTOTALFATPc,,
SBT_Dtde,,
SFCYSc,,
SFCYSe,,
sink_5hpet[c],,
SPMTDe,,
SPRMTDe,,
TAURCHAe,,
THMDt5le,,
TTDCAFATPc,,
URIt5le,,
q10h2tc,,
q10tm,,
34HPPte,,
3MOBte,,
3MOPte,,
4HPRO_LTte,,
4MOPte,,
5MTAte,,
5OXPROt,,
AHCYSte,,
AICARte,,
ANTHte,,
CBASPte,,
DM_4hrpo,,
DM_Lcystin,,
DM_anth,,
DM_fol,,
DM_ncam,,
DM_pnto_R,,
EX_34hpp[e],,
EX_3mob[e],,
EX_3mop[e],,
EX_4mop[e],,
EX_5mta[e],,
EX_5oxpro[e],,
EX_ahcys[e],,
EX_aicar[e],,
EX_anth[e],,
EX_cbasp[e],,
MAL_Lte,,
OROTGLUt,,
PNTOte,,
IDOURte,,
EX_idour[e],,
5HOXINDOAtr,,
GLYALDtr,,
PEPtr,,
GUDACtr,,
GUDACtr2,,
LKYNRtr,,
LKYNRtr2,,
LKYNRtr3,,
BALAPAT1tc2,,
BALABETAtc2,,
CALAtr,,
CRTNtr,,
KYNATEtr,,
KYNATEtr2,,
CITRtr,,
3ANTHRNtr,,
THYMDtr2,,
HKYNRtr,,
QULNtr,,
2PGtr,,
CARNtr,,
CHOLPtr,,
CYST_Ltr,,
DCMPtr,,
DHAPtr,,
DMGLYtr,,
ETHAMPtr,,
FUMtr,,
G3PCtr,,
GLCURtr,,
ICITtr,,
L2AADPtr,,
XANtr,,
XMPtr,,
XTSNtr,,
3PGtr,,
UDPGLCURtr,,
IMPtr,,
GLYC3tr,,
NICRNtr,,
OROT5Ptr,,
EX_2pg[e],,
EX_5hoxindoa[e],,
EX_cala[e],,
EX_cholp[e],,
EX_crtn[e],,
EX_cyst_L[e],,
EX_dcmp[e],,
EX_dmgly[e],,
EX_ethamp[e],,
EX_g3pc[e],,
EX_glyald[e],,
EX_gudac[e],,
EX_hcys_L[e],,
EX_icit[e],,
EX_kynate[e],,
EX_L2aadp[e],,
EX_Lkynr[e],,
EX_pep[e],,
EX_quln[e],,
EX_xmp[e],,
EX_xtsn[e],,
EX_3pg[e],,
EX_3hanthrn[e],,
EX_udpglcur[e],,
EX_hLkynr[e],,
EX_nicrnt[e],,
EX_orot5p[e],,
EX_glyc3p[e],,
ALAB0AT3tc,,
ALAPAT4te,,
ARACHDFATPtc,,
ARGB0AT3tc,,
ASNB0AT3tc,,
BETBGTtc,,
BUTSMCT1,,
CLCFTRte,,
CRNATBtc,,
CRNCT2te,,
CYSB0AT3tc,,
DHEASABCCte,,
DOPAENT4tc,,
ESTRAABCtc,,
ESTROSABCCte,,
ESTRSABCtc,,
FOLABCCte,,
FOLOAT1tc,,
FOLOAT2tc,,
FOLOATPtc,,
GABABGTtc,,
GLNB0AT3tc,,
GLUB0AT3tc,,
GLYB0AT3tc,,
GSNt2r,,
H2OGLYAQPt,,
ILEB0AT3tc,,
LEUB0AT3tc,,
LEUKABCtc,,
